chip,device_name,sm_count,git_commit,extension_md5,case_source,family,n_rows,n_cols,top_k,sorted_value,return_value,input_dtype,index_dtype,num_runs,backend,status,error_type,error_message,time(us),throughput(TB/s),bandwidth(GB/s),Byte(MB),relative_pct_vs_maca_c,note
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,16384,512,0,0,bfloat16,int32,10,torch,pass,,,140.8,0.001484,1.484,,21.29,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,16384,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,65536,512,0,0,bfloat16,int32,10,maca_c,pass,,,53.837,0.014836,14.836,0.799,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,65536,512,0,0,bfloat16,int32,10,torch,pass,,,178.406,0.004477,4.477,,30.18,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,65536,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,131072,512,0,0,bfloat16,int32,10,maca_c,pass,,,84.659,0.018724,18.724,1.585,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,131072,512,0,0,bfloat16,int32,10,torch,pass,,,219.853,0.00721,7.21,,38.51,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,131072,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,262144,512,0,0,bfloat16,int32,10,maca_c,pass,,,82.586,0.038239,38.239,3.158,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,262144,512,0,0,bfloat16,int32,10,torch,pass,,,263.757,0.011973,11.973,,31.31,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,262144,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,524288,512,0,0,bfloat16,int32,10,maca_c,pass,,,81.459,0.077385,77.385,6.304,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,524288,512,0,0,bfloat16,int32,10,torch,pass,,,299.392,0.021055,21.055,,27.21,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,524288,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,1048576,512,0,0,bfloat16,int32,10,maca_c,pass,,,110.259,0.114233,114.233,12.595,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,1048576,512,0,0,bfloat16,int32,10,torch,pass,,,375.91,0.033506,33.506,,29.33,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,6,1048576,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,256,512,0,0,bfloat16,int32,10,maca_c,pass,,,5.837,0.112277,112.277,0.655,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,256,512,0,0,bfloat16,int32,10,torch,pass,,"not applicable: the reference backend needs vocab_size >= topk, no window, no offset (tests/test.py's own guard)",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,256,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,1024,512,0,0,bfloat16,int32,10,maca_c,pass,,,32.742,0.032025,32.025,1.049,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,1024,512,0,0,bfloat16,int32,10,torch,pass,,,60.595,0.017305,17.305,,54.03,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,1024,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,4096,512,0,0,bfloat16,int32,10,maca_c,pass,,,41.267,0.063524,63.524,2.621,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,4096,512,0,0,bfloat16,int32,10,torch,pass,,,211.558,0.012391,12.391,,19.51,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,4096,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,16384,512,0,0,bfloat16,int32,10,maca_c,pass,,,69.734,0.127813,127.813,8.913,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,16384,512,0,0,bfloat16,int32,10,torch,pass,,,316.314,0.028177,28.177,,22.05,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,16384,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,65536,512,0,0,bfloat16,int32,10,maca_c,pass,,,175.027,0.194706,194.706,34.079,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,65536,512,0,0,bfloat16,int32,10,torch,pass,,,710.938,0.047935,47.935,,24.62,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,65536,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,131072,512,0,0,bfloat16,int32,10,maca_c,pass,,,283.059,0.238937,238.937,67.633,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,131072,512,0,0,bfloat16,int32,10,torch,pass,,,1211.469,0.055827,55.827,,23.36,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,131072,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,262144,512,0,0,bfloat16,int32,10,maca_c,pass,,,490.522,0.274691,274.691,134.742,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,262144,512,0,0,bfloat16,int32,10,torch,pass,,,2038.349,0.066104,66.104,,24.06,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,262144,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,524288,512,0,0,bfloat16,int32,10,maca_c,pass,,,901.658,0.298295,298.295,268.96,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,524288,512,0,0,bfloat16,int32,10,torch,pass,,,3689.651,0.072896,72.896,,24.44,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,524288,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,1048576,512,0,0,bfloat16,int32,10,maca_c,pass,,,1717.555,0.312884,312.884,537.395,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,1048576,512,0,0,bfloat16,int32,10,torch,pass,,,6971.034,0.07709,77.09,,24.64,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,256,1048576,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,256,512,0,0,bfloat16,int32,10,maca_c,pass,,,7.04,0.186182,186.182,1.311,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,256,512,0,0,bfloat16,int32,10,torch,pass,,"not applicable: the reference backend needs vocab_size >= topk, no window, no offset (tests/test.py's own guard)",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,256,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,1024,512,0,0,bfloat16,int32,10,maca_c,pass,,,45.44,0.046152,46.152,2.097,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,1024,512,0,0,bfloat16,int32,10,torch,pass,,,92.211,0.022743,22.743,,49.28,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,1024,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,4096,512,0,0,bfloat16,int32,10,maca_c,pass,,,55.936,0.09373,93.73,5.243,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,4096,512,0,0,bfloat16,int32,10,torch,pass,,,252.083,0.020798,20.798,,22.19,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,4096,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,16384,512,0,0,bfloat16,int32,10,maca_c,pass,,,100.352,0.177633,177.633,17.826,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,16384,512,0,0,bfloat16,int32,10,torch,pass,,,462.771,0.03852,38.52,,21.69,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,16384,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,65536,512,0,0,bfloat16,int32,10,maca_c,pass,,,286.362,0.238011,238.011,68.157,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,65536,512,0,0,bfloat16,int32,10,torch,pass,,,1203.482,0.056634,56.634,,23.79,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,65536,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,131072,512,0,0,bfloat16,int32,10,maca_c,pass,,,469.171,0.288309,288.309,135.266,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,131072,512,0,0,bfloat16,int32,10,torch,pass,,,2151.552,0.062869,62.869,,21.81,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,131072,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,262144,512,0,0,bfloat16,int32,10,maca_c,pass,,,822.374,0.32769,327.69,269.484,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,262144,512,0,0,bfloat16,int32,10,torch,pass,,,3784.755,0.071203,71.203,,21.73,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,262144,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,524288,512,0,0,bfloat16,int32,10,maca_c,pass,,,1521.331,0.353585,353.585,537.919,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,524288,512,0,0,bfloat16,int32,10,torch,pass,,,7049.114,0.07631,76.31,,21.58,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,524288,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,1048576,512,0,0,bfloat16,int32,10,maca_c,pass,,,2904.064,0.370099,370.099,1074.79,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,1048576,512,0,0,bfloat16,int32,10,torch,pass,,,13634.099,0.078831,78.831,,21.3,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,512,1048576,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,768,256,512,0,0,bfloat16,int32,10,maca_c,pass,,,8.576,0.229254,229.254,1.966,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,768,256,512,0,0,bfloat16,int32,10,torch,pass,,"not applicable: the reference backend needs vocab_size >= topk, no window, no offset (tests/test.py's own guard)",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,768,256,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,768,1024,512,0,0,bfloat16,int32,10,maca_c,pass,,,58.342,0.053919,53.919,3.146,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,768,1024,512,0,0,bfloat16,int32,10,torch,pass,,,126.285,0.02491,24.91,,46.2,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,768,1024,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,768,4096,512,0,0,bfloat16,int32,10,maca_c,pass,,,75.981,0.103504,103.504,7.864,100.0,
MetaX_C500,MetaX C500,104,cc62c2b0e5a51d135c764ab1ecd0a0c92004e6bf,1cbc997c2c19757c6054b7860b81ac2f,official,lightning_indexer,768,4096,512,0,0,bfloat16,int32,10,torch,pass,,,307.968,0.025536,25.536,,24.67,
