chip,device_name,sm_count,git_commit,extension_md5,case_source,family,n_rows,n_cols,top_k,sorted_value,return_value,input_dtype,index_dtype,num_runs,backend,status,error_type,error_message,time(us),wall_us,throughput(TB/s),bandwidth(GB/s),Byte(MB),relative_pct_vs_maca_c,wall_relative_pct_vs_maca_c,note
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,256,512,0,0,bfloat16,int32,10,maca_c,pass,,,3.379,42.291,0.004546,4.546,0.015,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,256,512,0,0,bfloat16,int32,10,torch,pass,,"not applicable: the reference backend needs vocab_size >= topk, no window, no offset (tests/test.py's own guard)",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,256,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,1024,512,0,0,bfloat16,int32,10,maca_c,pass,,,16.691,42.496,0.001472,1.472,0.025,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,1024,512,0,0,bfloat16,int32,10,torch,pass,,,26.01,26.573,0.000945,0.945,,64.17,159.92,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,1024,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,4096,512,0,0,bfloat16,int32,10,maca_c,pass,,,18.688,40.704,0.003288,3.288,0.061,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,4096,512,0,0,bfloat16,int32,10,torch,pass,,,51.405,51.635,0.001195,1.195,,36.35,78.83,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,4096,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,16384,512,0,0,bfloat16,int32,10,maca_c,pass,,,30.08,42.061,0.006945,6.945,0.209,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,16384,512,0,0,bfloat16,int32,10,torch,pass,,,140.365,139.904,0.001488,1.488,,21.43,30.06,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,16384,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,65536,512,0,0,bfloat16,int32,10,maca_c,pass,,,53.811,57.677,0.014843,14.843,0.799,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,65536,512,0,0,bfloat16,int32,10,torch,pass,,,179.584,156.262,0.004448,4.448,,29.96,36.91,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,65536,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,131072,512,0,0,bfloat16,int32,10,maca_c,pass,,,84.813,87.552,0.01869,18.69,1.585,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,131072,512,0,0,bfloat16,int32,10,torch,pass,,,220.749,198.758,0.007181,7.181,,38.42,44.05,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,131072,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,262144,512,0,0,bfloat16,int32,10,maca_c,pass,,,82.125,116.275,0.038454,38.454,3.158,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,262144,512,0,0,bfloat16,int32,10,torch,pass,,,266.138,249.395,0.011866,11.866,,30.86,46.62,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,262144,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,524288,512,0,0,bfloat16,int32,10,maca_c,pass,,,81.357,120.806,0.077483,77.483,6.304,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,524288,512,0,0,bfloat16,int32,10,torch,pass,,,303.002,283.034,0.020804,20.804,,26.85,42.68,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,524288,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,1048576,512,0,0,bfloat16,int32,10,maca_c,pass,,,110.029,161.331,0.114472,114.472,12.595,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,1048576,512,0,0,bfloat16,int32,10,torch,pass,,,379.827,358.144,0.03316,33.16,,28.97,45.05,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,6,1048576,512,0,0,bfloat16,int32,10,deep_gemm,unsupported,UnsupportedByBackend,"backend 'deep_gemm' ranks float32 scores, and was given torch.bfloat16; 'maca_c' and 'torch' take bfloat16 as well",,,,,,,,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,256,256,512,0,0,bfloat16,int32,10,maca_c,pass,,,5.811,42.419,0.112779,112.779,0.655,100.0,100.0,
MetaX_C500,MetaX C500,104,01edd428a90d35d3798478756e25f8ca241e1200,e550877d2aac606d9b74ed5882de0076,official,lightning_indexer,256,256,512,0,0,bfloat16,int32,10,torch,pass,,"not applicable: the reference backend needs vocab_size >= topk, no window, no offset (tests/test.py's own guard)",,,,,,,,
